Year,State,total,party.1,%,EV,party.2,%,EV,party.3,%,EV,party.4,%,EV,Party,Notes
1900 - McKinley,North Dakota,57783.00,35898.00,62.1,3,20524.00,35.5, ,,,,,,,Republican,
1900 - McKinley,Ohio,1040073.00,543918.00,52.3,23,474882.00,45.7, ,,,,,,,Republican,
1900 - McKinley,Oregon,84216.00,46526.00,55.2,4,33385.00,39.6, ,,,,,,,Republican,
1900 - McKinley,Pennsylvania,1173210.00,712665.00,60.7,32,424232.00,36.2, ,,,,,,,Republican,
1900 - McKinley,Rhode Island,56548.00,33784.00,59.7,4,19812.00,35, ,,,,,,,Republican,
1900 - McKinley,South Carolina,50698.00,3525.00,7, ,47173.00,93,9,,,,,,,Democratic,
1900 - McKinley,South Dakota,96169.00,54574.00,56.7,4,39538.00,41.1, ,,,,,,,Republican,
1900 - McKinley,Tennessee,273860.00,123108.00,45, ,145240.00,53,12,,,,,,,Democratic,
1900 - McKinley,Texas,424334.00,131174.00,30.9, ,267945.00,63.1,15,,,,,,,Democratic,
1900 - McKinley,Utah,93071.00,47089.00,50.6,3,44949.00,48.3, ,,,,,,,Republican,
1900 - McKinley,Vermont,56212.00,42569.00,75.7,4,12849.00,22.9, ,,,,,,,Republican,
1900 - McKinley,Virginia,264208.00,115769.00,43.8, ,146079.00,55.3,12,,,,,,,Democratic,
1900 - McKinley,Washington,107523.00,57455.00,53.4,4,44833.00,41.7, ,,,,,,,Republican,
1900 - McKinley,West Virginia,220796.00,119829.00,54.3,6,98807.00,44.8, ,,,,,,,Republican,
1900 - McKinley,Wisconsin,442501.00,265760.00,60.1,12,159163.00,36, ,,,,,,,Republican,
1900 - McKinley,Wyoming,24708.00,14482.00,58.6,3,10164.00,41.1, ,,,,,,,Republican,
1904 - Roosevelt,Alabama,108785.00,22472.00,20.7, ,79797.00,73.4,11,,,,,,,Democratic,
1904 - Roosevelt,Arkansas,116328.00,46760.00,40.2, ,64434.00,55.4,9,,,,,,,Democratic,
1904 - Roosevelt,California,331768.00,205226.00,61.9,10,89294.00,26.9, ,,,,,,,Republican,
1904 - Roosevelt,Colorado,243667.00,134661.00,55.3,5,100105.00,41.1, ,,,,,,,Republican,
1904 - Roosevelt,Connecticut,191136.00,111089.00,58.1,7,72909.00,38.1, ,,,,,,,Republican,
1904 - Roosevelt,Delaware,43856.00,23705.00,54.1,3,19347.00,44.1, ,,,,,,,Republican,
1904 - Roosevelt,Florida,39302.00,8314.00,21.2, ,27046.00,68.8,5,,,,,,,Democratic,
1904 - Roosevelt,Georgia,130986.00,24004.00,18.3, ,83466.00,63.7,13,,,,,,,Democratic,
1904 - Roosevelt,Idaho,72577.00,47783.00,65.8,3,18480.00,25.5, ,,,,,,,Republican,
1904 - Roosevelt,Illinois,1076495.00,632645.00,58.8,27,327606.00,30.4, ,,,,,,,Republican,
1904 - Roosevelt,Indiana,682206.00,368289.00,54,15,274356.00,40.2, ,,,,,,,Republican,
1904 - Roosevelt,Iowa,485703.00,307907.00,63.4,13,149141.00,30.7, ,,,,,,,Republican,
1904 - Roosevelt,Kansas,329047.00,213455.00,64.9,10,86164.00,26.2, ,,,,,,,Republican,
1904 - Roosevelt,Kentucky,435946.00,205457.00,47.1, ,217170.00,49.8,13,,,,,,,Democratic,
1904 - Roosevelt,Louisiana,53908.00,5205.00,9.7, ,47708.00,88.5,9,,,,,,,Democratic,
1904 - Roosevelt,Maine,96036.00,64438.00,67.1,6,27648.00,28.8, ,,,,,,,Republican,
1904 - Roosevelt,Maryland,224229.00,109497.00,48.8,1,109446.00,48.8,7,,,,,,,Democratic,
1904 - Roosevelt,Massachusetts,445100.00,257813.00,57.9,16,165746.00,37.2, ,,,,,,,Republican,
1904 - Roosevelt,Michigan,520443.00,361863.00,69.5,14,134163.00,25.8, ,,,,,,,Republican,
1904 - Roosevelt,Minnesota,292860.00,216651.00,74,11,55187.00,18.8, ,,,,,,,Republican,
1904 - Roosevelt,Mississippi,58721.00,3280.00,5.6, ,53480.00,91.1,10,,,,,,,Democratic,
1904 - Roosevelt,Missouri,643861.00,321449.00,49.9,18,296312.00,46, ,,,,,,,Republican,
1904 - Roosevelt,Montana,63568.00,33994.00,53.5,3,21816.00,34.3, ,,,,,,,Republican,
1904 - Roosevelt,Nebraska,225732.00,138558.00,61.4,8,52921.00,23.4, ,,,,,,,Republican,
1904 - Roosevelt,Nevada,12115.00,6864.00,56.7,3,3982.00,32.9, ,,,,,,,Republican,
1904 - Roosevelt,New Hampshire,90151.00,54157.00,60.1,4,34071.00,37.8, ,,,,,,,Republican,
1904 - Roosevelt,New Jersey,432547.00,245164.00,56.7,12,164566.00,38, ,,,,,,,Republican,
1904 - Roosevelt,New York,1617765.00,859533.00,53.1,39,683981.00,42.3, ,,,,,,,Republican,
1904 - Roosevelt,North Carolina,207818.00,82442.00,39.7, ,124091.00,59.7,12,,,,,,,Democratic,
1904 - Roosevelt,North Dakota,70279.00,52595.00,74.8,4,14273.00,20.3, ,,,,,,,Republican,
1904 - Roosevelt,Ohio,1004395.00,600095.00,59.7,23,344674.00,34.3, ,,,,,,,Republican,
1904 - Roosevelt,Oregon,89656.00,60309.00,67.3,4,17327.00,19.3, ,,,,,,,Republican,
1904 - Roosevelt,Pennsylvania,1236738.00,840949.00,68,34,337998.00,27.3, ,,,,,,,Republican,
1904 - Roosevelt,Rhode Island,68656.00,41605.00,60.6,4,24839.00,36.2, ,,,,,,,Republican,
1904 - Roosevelt,South Carolina,55890.00,2570.00,4.6, ,53320.00,95.4,9,,,,,,,Democratic,
1904 - Roosevelt,South Dakota,101395.00,72083.00,71.1,4,21969.00,21.7, ,,,,,,,Republican,
1904 - Roosevelt,Tennessee,242750.00,105363.00,43.4, ,131653.00,54.2,12,,,,,,,Democratic,
1904 - Roosevelt,Texas,233609.00,51307.00,22, ,167088.00,71.5,18,,,,,,,Democratic,
1904 - Roosevelt,Utah,101626.00,62446.00,61.4,3,33413.00,32.9, ,,,,,,,Republican,
1904 - Roosevelt,Vermont,51888.00,40459.00,78,4,9777.00,18.8, ,,,,,,,Republican,
1904 - Roosevelt,Virginia,130410.00,48180.00,36.9, ,80649.00,61.8,12,,,,,,,Democratic,
1904 - Roosevelt,Washington,145151.00,101540.00,70,5,28098.00,19.4, ,,,,,,,Republican,
1904 - Roosevelt,West Virginia,239986.00,132620.00,55.3,7,100855.00,42, ,,,,,,,Republican,
1904 - Roosevelt,Wisconsin,443440.00,280314.00,63.2,13,124205.00,28, ,,,,,,,Republican,
1904 - Roosevelt,Wyoming,30614.00,20489.00,66.9,3,8930.00,29.2, ,,,,,,,Republican,
1908 - Taft,Alabama,105152.00,25561.00,24.3, ,74391.00,70.7,11,,,,,,,Democratic,
1908 - Taft,Arkansas,151845.00,56684.00,37.3, ,87020.00,57.3,9,,,,,,,Democratic,
1908 - Taft,California,386625.00,214398.00,55.5,10,127492.00,33, ,,,,,,,Republican,
1908 - Taft,Colorado,263858.00,123693.00,46.9, ,126644.00,48,5,,,,,,,Democratic,
1908 - Taft,Connecticut,189903.00,112815.00,59.4,7,68255.00,35.9, ,,,,,,,Republican,
1908 - Taft,Delaware,48007.00,25014.00,52.1,3,22055.00,45.9, ,,,,,,,Republican,
1908 - Taft,Florida,49360.00,10654.00,21.6, ,31104.00,63,5,,,,,,,Democratic,
1908 - Taft,Georgia,132794.00,41692.00,31.4, ,72413.00,54.5,13,,,,,,,Democratic,
1908 - Taft,Idaho,97293.00,52621.00,54.1,3,36162.00,37.2, ,,,,,,,Republican,
1908 - Taft,Illinois,1155254.00,629932.00,54.5,27,450810.00,39, ,,,,,,,Republican,
1908 - Taft,Indiana,721117.00,348993.00,48.4,15,338262.00,46.9, ,,,,,,,Republican,
1908 - Taft,Iowa,494770.00,275210.00,55.6,13,200771.00,40.6, ,,,,,,,Republican,
1908 - Taft,Kansas,376043.00,197316.00,52.5,10,161209.00,42.9, ,,,,,,,Republican,
1908 - Taft,Kentucky,490719.00,235711.00,48, ,244092.00,49.7,13,,,,,,,Democratic,
1908 - Taft,Louisiana,75117.00,8958.00,11.9, ,63568.00,84.6,9,,,,,,,Democratic,
1908 - Taft,Maine,106335.00,66987.00,63,6,35403.00,33.3, ,,,,,,,Republican,
1908 - Taft,Maryland,238531.00,116513.00,48.8,2,115908.00,48.6,6,,,,,,,Democratic,
1908 - Taft,Massachusetts,456905.00,265966.00,58.2,16,155533.00,34, ,,,,,,,Republican,
1908 - Taft,Michigan,538124.00,333313.00,61.9,14,174619.00,32.4, ,,,,,,,Republican,
1908 - Taft,Minnesota,331328.00,195846.00,59.1,11,109411.00,33, ,,,,,,,Republican,
1908 - Taft,Mississippi,66904.00,4363.00,6.5, ,60287.00,90.1,10,,,,,,,Democratic,
1908 - Taft,Missouri,715841.00,347203.00,48.5,18,346574.00,48.4, ,,,,,,,Republican,
1908 - Taft,Montana,69233.00,32471.00,46.9,3,29511.00,42.6, ,,,,,,,Republican,
1908 - Taft,Nebraska,266799.00,126997.00,47.6, ,131099.00,49.1,8,,,,,,,Democratic,
1908 - Taft,Nevada,24526.00,10775.00,43.9, ,11212.00,45.7,3,,,,,,,Democratic,
1908 - Taft,New Hampshire,89595.00,53144.00,59.3,4,33655.00,37.6, ,,,,,,,Republican,
1908 - Taft,New Jersey,467111.00,265298.00,56.8,12,182522.00,39.1, ,,,,,,,Republican,
1908 - Taft,New York,1638350.00,870070.00,53.1,39,667468.00,40.7, ,,,,,,,Republican,
1908 - Taft,North Carolina,252554.00,114887.00,45.5, ,136928.00,54.2,12,,,,,,,Democratic,
1908 - Taft,North Dakota,94524.00,57680.00,61,4,32884.00,34.8, ,,,,,,,Republican,
1908 - Taft,Ohio,1121552.00,572312.00,51,23,502721.00,44.8, ,,,,,,,Republican,
1908 - Taft,Oklahoma,254260.00,110473.00,43.4, ,122362.00,48.1,7,,,,,,,Democratic,
1908 - Taft,Oregon,110539.00,62454.00,56.5,4,37792.00,34.2, ,,,,,,,Republican,
1908 - Taft,Pennsylvania,1267450.00,745779.00,58.8,34,448782.00,35.4, ,,,,,,,Republican,
1908 - Taft,Rhode Island,72317.00,43942.00,60.8,4,24706.00,34.2, ,,,,,,,Republican,
1908 - Taft,South Carolina,66379.00,3945.00,5.9, ,62288.00,93.8,9,,,,,,,Democratic,
1908 - Taft,South Dakota,114775.00,67536.00,58.8,4,40266.00,35.1, ,,,,,,,Republican,
1908 - Taft,Tennessee,257180.00,117977.00,45.9, ,135608.00,52.7,12,,,,,,,Democratic,
1908 - Taft,Texas,292913.00,65605.00,22.4, ,216662.00,74,18,,,,,,,Democratic,
1908 - Taft,Utah,108757.00,61165.00,56.2,3,42610.00,39.2, ,,,,,,,Republican,
1908 - Taft,Vermont,52680.00,39552.00,75.1,4,11496.00,21.8, ,,,,,,,Republican,
1908 - Taft,Virginia,137065.00,52572.00,38.4, ,82946.00,60.5,12,,,,,,,Democratic,
1908 - Taft,Washington,183570.00,106062.00,57.8,5,58383.00,31.8, ,,,,,,,Republican,
1908 - Taft,West Virginia,258098.00,137869.00,53.4,7,111410.00,43.2, ,,,,,,,Republican,
1908 - Taft,Wisconsin,454438.00,247744.00,54.5,13,166662.00,36.7, ,,,,,,,Republican,
1908 - Taft,Wyoming,37608.00,20846.00,55.4,3,14918.00,39.7, ,,,,,,,Republican,
1912 - Wilson,Alabama,117959.00,82438.00,69.9,12,22680.00,19.2, ,9807.00,8.3, ,3029,2.6, ,Democratic,
1912 - Wilson,Arizona,23687.00,10324.00,43.6,3,6949.00,29.3, ,2986.00,12.6, ,3163,13.4, ,Democratic,
1912 - Wilson,Arkansas,125104.00,68814.00,55,9,21644.00,17.3, ,25585.00,20.5, ,8153,6.5, ,Democratic,
1912 - Wilson,California,677877.00,283436.00,41.8,2,283610.00,41.8,11,3847.00,0.6, ,79201,11.7, ,Other,
1912 - Wilson,Colorado,265954.00,113912.00,42.8,6,71752.00,27, ,58386.00,22, ,16366,6.2, ,Democratic,
1912 - Wilson,Connecticut,190404.00,74561.00,39.2,7,34129.00,17.9, ,68324.00,35.9, ,10056,5.3, ,Democratic,
1912 - Wilson,Delaware,48690.00,22631.00,46.5,3,8886.00,18.3, ,15997.00,32.9, ,556,1.1, ,Democratic,
1912 - Wilson,Florida,51911.00,36417.00,70.2,6,4555.00,8.8, ,4279.00,8.2, ,4806,9.3, ,Democratic,
1912 - Wilson,Georgia,121470.00,93087.00,76.6,14,21985.00,18.1, ,5191.00,4.3, ,1058,0.9, ,Democratic,
1912 - Wilson,Idaho,105754.00,33921.00,32.1,4,25527.00,24.1, ,32810.00,31, ,11960,11.3, ,Democratic,
1912 - Wilson,Illinois,1146173.00,405048.00,35.3,29,386478.00,33.7, ,253593.00,22.1, ,81278,7.1, ,Democratic,
1912 - Wilson,Indiana,654474.00,281890.00,43.1,15,162007.00,24.8, ,151267.00,23.1, ,36931,5.6, ,Democratic,
1912 - Wilson,Iowa,492353.00,185322.00,37.6,13,161819.00,32.9, ,119805.00,24.3, ,16967,3.4, ,Democratic,
1912 - Wilson,Kansas,365560.00,143663.00,39.3,10,120210.00,32.9, ,74845.00,20.5, ,26779,7.3, ,Democratic,
1912 - Wilson,Kentucky,453707.00,219585.00,48.4,13,102766.00,22.7, ,115520.00,25.5, ,11647,2.6, ,Democratic,
1912 - Wilson,Louisiana,79248.00,60871.00,76.8,10,9283.00,11.7, ,3833.00,4.8, ,5261,6.6, ,Democratic,
1912 - Wilson,Maine,129641.00,51113.00,39.4,6,48495.00,37.4, ,26545.00,20.5, ,2541,2, ,Democratic,
1912 - Wilson,Maryland,231981.00,112674.00,48.6,8,57789.00,24.9, ,54956.00,23.7, ,3996,1.7, ,Democratic,
1912 - Wilson,Massachusetts,488056.00,173408.00,35.5,18,142228.00,29.1, ,155948.00,32, ,12616,2.6, ,Democratic,
1912 - Wilson,Michigan,547971.00,150201.00,27.4, ,213243.00,38.9,15,151434.00,27.6, ,23060,4.2, ,Other,
1912 - Wilson,Minnesota,334219.00,106426.00,31.8, ,125856.00,37.7,12,64334.00,19.2, ,27505,8.2, ,Other,
1912 - Wilson,Mississippi,64483.00,57324.00,88.9,10,3549.00,5.5, ,1560.00,2.4, ,2050,3.2, ,Democratic,
1912 - Wilson,Missouri,698566.00,330746.00,47.3,18,124375.00,17.8, ,207821.00,29.7, ,28466,4.1, ,Democratic,
1912 - Wilson,Montana,80256.00,28129.00,35,4,22709.00,28.3, ,18575.00,23.1, ,10811,13.5, ,Democratic,
1912 - Wilson,Nebraska,249483.00,109008.00,43.7,8,72681.00,29.1, ,54226.00,21.7, ,10185,4.1, ,Democratic,
1912 - Wilson,Nevada,20115.00,7986.00,39.7,3,5620.00,27.9, ,3196.00,15.9, ,3313,16.5, ,Democratic,
1912 - Wilson,New Hampshire,87961.00,34724.00,39.5,4,17794.00,20.2, ,32927.00,37.4, ,1981,2.3, ,Democratic,
1912 - Wilson,New Jersey,433663.00,178638.00,41.2,14,145679.00,33.6, ,89066.00,20.5, ,15948,3.7, ,Democratic,
1912 - Wilson,New Mexico,48807.00,20437.00,41.9,3,8347.00,17.1, ,17164.00,35.2, ,2859,5.9, ,Democratic,
1912 - Wilson,New York,1588315.00,655573.00,41.3,45,390093.00,24.6, ,455487.00,28.7, ,63434,4, ,Democratic,
1912 - Wilson,North Carolina,243776.00,144407.00,59.2,12,69135.00,28.4, ,29129.00,11.9, ,987,0.4, ,Democratic,
1912 - Wilson,North Dakota,86474.00,29549.00,34.2,5,25726.00,29.7, ,22990.00,26.6, ,6966,8.1, ,Democratic,
1912 - Wilson,Ohio,1037114.00,424834.00,41,24,229807.00,22.2, ,278168.00,26.8, ,90164,8.7, ,Democratic,
1912 - Wilson,Oklahoma,253694.00,119143.00,47,10,0.00,0, ,90726.00,35.8, ,41630,16.4, ,Democratic,
1912 - Wilson,Oregon,137040.00,47064.00,34.3,5,37600.00,27.4, ,34673.00,25.3, ,13343,9.7, ,Democratic,
1912 - Wilson,Pennsylvania,1217736.00,395637.00,32.5, ,444894.00,36.5,38,273360.00,22.4, ,83614,6.9, ,Other,
1912 - Wilson,Rhode Island,77894.00,30412.00,39,5,16878.00,21.7, ,27703.00,35.6, ,2049,2.6, ,Democratic,
1912 - Wilson,South Carolina,50403.00,48355.00,95.9,9,1293.00,2.6, ,536.00,1.1, ,164,0.3, ,Democratic,
1912 - Wilson,South Dakota,116327.00,48942.00,42.1, ,58811.00,50.6,5,0.00,0, ,4664,4, ,Other,
1912 - Wilson,Tennessee,251933.00,133021.00,52.8,12,54041.00,21.5, ,60475.00,24, ,3564,1.4, ,Democratic,
1912 - Wilson,Texas,300961.00,218921.00,72.7,20,26715.00,8.9, ,28310.00,9.4, ,24884,8.3, ,Democratic,
1912 - Wilson,Utah,112272.00,36576.00,32.6, ,24174.00,21.5, ,42013.00,37.4,4,8999,8, ,Republican,
1912 - Wilson,Vermont,62804.00,15350.00,24.4, ,22129.00,35.2, ,23303.00,37.1,4,928,1.5, ,Republican,
1912 - Wilson,Virginia,136975.00,90332.00,65.9,12,21776.00,15.9, ,23288.00,17, ,820,0.6, ,Democratic,
1912 - Wilson,Washington,322799.00,86840.00,26.9, ,113698.00,35.2,7,70445.00,21.8, ,40134,12.4, ,Other,
1912 - Wilson,West Virginia,268728.00,113097.00,42.1,8,79112.00,29.4, ,56754.00,21.1, ,15248,5.7, ,Democratic,
1912 - Wilson,Wisconsin,399975.00,164230.00,41.1,13,62448.00,15.6, ,130596.00,32.7, ,33476,8.4, ,Democratic,
1912 - Wilson,Wyoming,42283.00,15310.00,36.2,3,9232.00,21.8, ,14560.00,34.4, ,2760,6.5,,Democratic,
1916 - Wilson,Alabama,131142.00,99409.00,75.6,12,28809.00,21.9, ,,,,,,,Democratic,
1916 - Wilson,Arizona,58019.00,33170.00,57.2,3,20522.00,35.4, ,,,,,,,Democratic,
1916 - Wilson,Arkansas,168348.00,112186.00,66.6,9,47148.00,28, ,,,,,,,Democratic,
1916 - Wilson,California,999250.00,465936.00,46.6,13,462516.00,46.3, ,,,,,,,Democratic,
1916 - Wilson,Colorado,294375.00,178816.00,60.5,6,102308.00,34.8, ,,,,,,,Democratic,
1916 - Wilson,Connecticut,213874.00,99786.00,46.7, ,106514.00,49.8,7,,,,,,,Republican,
1916 - Wilson,Delaware,51810.00,24753.00,47.8, ,26011.00,50.2,3,,,,,,,Republican,
1916 - Wilson,Florida,80734.00,55984.00,69.3,6,14611.00,18.1, ,,,,,,,Democratic,
1916 - Wilson,Georgia,158690.00,125845.00,79.3,14,11225.00,7.1, ,,,,,,,Democratic,
1916 - Wilson,Idaho,134615.00,70054.00,52,4,55368.00,41.1, ,,,,,,,Democratic,
1916 - Wilson,Illinois,2192707.00,950229.00,43.3, ,1152549.00,52.6,29,,,,,,,Republican,
1916 - Wilson,Indiana,718853.00,334063.00,46.5, ,341005.00,47.4,15,,,,,,,Republican,
1916 - Wilson,Iowa,518738.00,221699.00,42.7, ,280439.00,54.1,13,,,,,,,Republican,
1916 - Wilson,Kansas,629813.00,314588.00,49.9,10,277658.00,44.1, ,,,,,,,Democratic,
1916 - Wilson,Kentucky,520078.00,269990.00,51.9,13,241854.00,46.5, ,,,,,,,Democratic,
1916 - Wilson,Louisiana,92974.00,79875.00,85.9,10,6466.00,7, ,,,,,,,Democratic,
1916 - Wilson,Maine,136314.00,64033.00,47, ,69508.00,51,6,,,,,,,Republican,
1916 - Wilson,Maryland,262039.00,138359.00,52.8,8,117347.00,44.8, ,,,,,,,Democratic,
1916 - Wilson,Massachusetts,531822.00,247885.00,46.6, ,268784.00,50.5,18,,,,,,,Republican,
1916 - Wilson,Michigan,646873.00,283993.00,43.9, ,337952.00,52.2,15,,,,,,,Republican,
1916 - Wilson,Minnesota,387367.00,179155.00,46.2, ,179544.00,46.3,12,,,,,,,Republican,
1916 - Wilson,Mississippi,86679.00,80422.00,92.8,10,4253.00,4.9, ,,,,,,,Democratic,
1916 - Wilson,Missouri,786773.00,398032.00,50.6,18,369339.00,46.9, ,,,,,,,Democratic,
1916 - Wilson,Montana,178009.00,101104.00,56.8,4,66933.00,37.6, ,,,,,,,Democratic,
1916 - Wilson,Nebraska,287315.00,158827.00,55.3,8,117771.00,41, ,,,,,,,Democratic,
1916 - Wilson,Nevada,33314.00,17776.00,53.4,3,12127.00,36.4, ,,,,,,,Democratic,
1916 - Wilson,New Hampshire,89127.00,43781.00,49.1,4,43725.00,49.1, ,,,,,,,Democratic,
1916 - Wilson,New Jersey,494442.00,211018.00,42.7, ,268982.00,54.4,14,,,,,,,Republican,
1916 - Wilson,New Mexico,66879.00,33693.00,50.4,3,31097.00,46.5, ,,,,,,,Democratic,
1916 - Wilson,New York,1706305.00,759426.00,44.5, ,879238.00,51.5,45,,,,,,,Republican,
1916 - Wilson,North Carolina,289837.00,168383.00,58.1,12,120890.00,41.7, ,,,,,,,Democratic,
1916 - Wilson,North Dakota,115390.00,55206.00,47.8,5,53471.00,46.3, ,,,,,,,Democratic,
1916 - Wilson,Ohio,1165091.00,604161.00,51.9,24,514753.00,44.2, ,,,,,,,Democratic,
1916 - Wilson,Oklahoma,292327.00,148123.00,50.7,10,97233.00,33.3, ,,,,,,,Democratic,
1916 - Wilson,Oregon,261650.00,120087.00,45.9, ,126813.00,48.5,5,,,,,,,Republican,
1916 - Wilson,Pennsylvania,1297189.00,521784.00,40.2, ,703823.00,54.3,38,,,,,,,Republican,
1916 - Wilson,Rhode Island,87816.00,40394.00,46, ,44858.00,51.1,5,,,,,,,Republican,
1916 - Wilson,South Carolina,63950.00,61845.00,96.7,9,1550.00,2.4, ,,,,,,,Democratic,
1916 - Wilson,South Dakota,128942.00,59191.00,45.9, ,64217.00,49.8,5,,,,,,,Republican,
1916 - Wilson,Tennessee,272190.00,153280.00,56.3,12,116223.00,42.7, ,,,,,,,Democratic,
1916 - Wilson,Texas,372467.00,286514.00,76.9,20,64999.00,17.5, ,,,,,,,Democratic,
1916 - Wilson,Utah,143145.00,84145.00,58.8,4,54137.00,37.8, ,,,,,,,Democratic,
1916 - Wilson,Vermont,64475.00,22708.00,35.2, ,40250.00,62.4,4,,,,,,,Republican,
1916 - Wilson,Virginia,153993.00,102825.00,66.8,12,49358.00,32.1, ,,,,,,,Democratic,
1916 - Wilson,Washington,380994.00,183388.00,48.1,7,167208.00,43.9, ,,,,,,,Democratic,
1916 - Wilson,West Virginia,289671.00,140403.00,48.5,1,143124.00,49.4,7,,,,,,,Republican,
1916 - Wilson,Wisconsin,447134.00,191363.00,42.8, ,220822.00,49.4,13,,,,,,,Republican,
1916 - Wilson,Wyoming,51906.00,28376.00,54.7,3,21698.00,41.8, ,,,,,,,Democratic,
1920 - Harding,Alabama,233951.00,74719.00,31.9, ,156064.00,66.7,12,,,,,,,Democratic,
1920 - Harding,Arizona,66803.00,37016.00,55.4,3,29546.00,44.2, ,,,,,,,Republican,
1920 - Harding,Arkansas,183637.00,71117.00,38.7, ,107409.00,58.5,9,,,,,,,Democratic,
1920 - Harding,California,943463.00,624992.00,66.2,13,229191.00,24.3, ,,,,,,,Republican,
1920 - Harding,Colorado,292053.00,173248.00,59.3,6,104936.00,35.9, ,,,,,,,Republican,
1920 - Harding,Connecticut,365518.00,229238.00,62.7,7,120721.00,33, ,,,,,,,Republican,
1920 - Harding,Delaware,94875.00,52858.00,55.7,3,39911.00,42.1, ,,,,,,,Republican,
1920 - Harding,Florida,145684.00,44853.00,30.8, ,90515.00,62.1,6,,,,,,,Democratic,
1920 - Harding,Georgia,149558.00,42981.00,28.7, ,106112.00,71,14,,,,,,,Democratic,
1920 - Harding,Idaho,138359.00,91351.00,66,4,46930.00,33.9, ,,,,,,,Republican,
1920 - Harding,Illinois,2094714.00,1420480.00,67.8,29,534395.00,25.5, ,,,,,,,Republican,
1920 - Harding,Indiana,1262974.00,696370.00,55.1,15,511364.00,40.5, ,,,,,,,Republican,
1920 - Harding,Iowa,894959.00,634674.00,70.9,13,227804.00,25.5, ,,,,,,,Republican,
1920 - Harding,Kansas,570243.00,369268.00,64.8,10,185464.00,32.5, ,,,,,,,Republican,
1920 - Harding,Kentucky,918636.00,452480.00,49.3, ,456497.00,49.7,13,,,,,,,Democratic,
1920 - Harding,Louisiana,126397.00,38539.00,30.5, ,87519.00,69.2,10,,,,,,,Democratic,
1920 - Harding,Maine,197840.00,136355.00,68.9,6,58961.00,29.8, ,,,,,,,Republican,
1920 - Harding,Maryland,428443.00,236117.00,55.1,8,180626.00,42.2, ,,,,,,,Republican,
1920 - Harding,Massachusetts,993718.00,681153.00,68.5,18,276691.00,27.8, ,,,,,,,Republican,
1920 - Harding,Michigan,1048411.00,762865.00,72.8,15,233450.00,22.3, ,,,,,,,Republican,
1920 - Harding,Minnesota,735838.00,519421.00,70.6,12,142994.00,19.4, ,,,,,,,Republican,
1920 - Harding,Mississippi,82351.00,11576.00,14.1, ,69136.00,84,10,,,,,,,Democratic,
1920 - Harding,Missouri,1332140.00,727252.00,54.6,18,574699.00,43.1, ,,,,,,,Republican,
1920 - Harding,Montana,179006.00,109430.00,61.1,4,57372.00,32.1, ,,,,,,,Republican,
1920 - Harding,Nebraska,382743.00,247498.00,64.7,8,119608.00,31.3, ,,,,,,,Republican,
1920 - Harding,Nevada,27194.00,15479.00,56.9,3,9851.00,36.2, ,,,,,,,Republican,
1920 - Harding,New Hampshire,159092.00,95196.00,59.8,4,62662.00,39.4, ,,,,,,,Republican,
1920 - Harding,New Jersey,910251.00,615333.00,67.6,14,258761.00,28.4, ,,,,,,,Republican,
1920 - Harding,New Mexico,105412.00,57634.00,54.7,3,46668.00,44.3, ,,,,,,,Republican,
1920 - Harding,New York,2898513.00,1871167.00,64.6,45,781238.00,27, ,,,,,,,Republican,
1920 - Harding,North Carolina,538649.00,232819.00,43.2, ,305367.00,56.7,12,,,,,,,Democratic,
1920 - Harding,North Dakota,205786.00,160082.00,77.8,5,37422.00,18.2, ,,,,,,,Republican,
1920 - Harding,Ohio,2021653.00,1182022.00,58.5,24,780037.00,38.6, ,,,,,,,Republican,
1920 - Harding,Oklahoma,485678.00,243840.00,50.2,10,216122.00,44.5, ,,,,,,,Republican,
1920 - Harding,Oregon,238522.00,143592.00,60.2,5,80019.00,33.5, ,,,,,,,Republican,
1920 - Harding,Pennsylvania,1851248.00,1218215.00,65.8,38,503202.00,27.2, ,,,,,,,Republican,
